paper_id,claim_id,table_figure,claim,value_script,value_paper,match,value_rewrite,match_rewrite,defect_locus,notes
coppock_ekins_kirby_2018,t4_veterans_op_ed_climate_estimate,table_4,Veterans / Op-ed: Climate / estimate,-0.00665,-0.007,1,-0.00665223062428831,1,,
coppock_ekins_kirby_2018,t4_veterans_op_ed_climate_std_error,table_4,Veterans / Op-ed: Climate / std.error,0.05582,0.056,1,0.0558186263898972,1,,
coppock_ekins_kirby_2018,t4_veterans_op_ed_flat_tax_estimate,table_4,Veterans / Op-ed: Flat Tax / estimate,0.04793,0.048,1,0.0479338100891824,1,,
coppock_ekins_kirby_2018,t4_veterans_op_ed_flat_tax_std_error,table_4,Veterans / Op-ed: Flat Tax / std.error,0.05616,0.056,1,0.0561611989988196,1,,
coppock_ekins_kirby_2018,t4_veterans_op_ed_veterans_estimate,table_4,Veterans / Op-ed: Veterans / estimate,0.64553,0.646,1,0.645528008015812,1,,
coppock_ekins_kirby_2018,t4_veterans_op_ed_veterans_std_error,table_4,Veterans / Op-ed: Veterans / std.error,0.05387,0.054,1,0.0538712025992018,1,,
coppock_ekins_kirby_2018,t4_veterans_op_ed_wall_street_estimate,table_4,Veterans / Op-ed: Wall Street / estimate,-0.11347,-0.113,1,-0.11347054906946,1,,
coppock_ekins_kirby_2018,t4_veterans_op_ed_wall_street_std_error,table_4,Veterans / Op-ed: Wall Street / std.error,0.056710000000000003,0.057,1,0.0567085985970315,1,,
coppock_ekins_kirby_2018,t4_veterans_constant_estimate,table_4,Veterans / Constant / estimate,-0.10339,-0.103,1,-0.103389316866526,1,,
coppock_ekins_kirby_2018,t4_veterans_constant_std_error,table_4,Veterans / Constant / std.error,0.03953,0.040,1,0.0395311292571398,1,,
coppock_ekins_kirby_2018,t4_wall_street_op_ed_amtrak_estimate,table_4,Wall Street / Op-ed: Amtrak / estimate,-0.03394,-0.034,1,-0.0339362322039507,1,,
coppock_ekins_kirby_2018,t4_wall_street_op_ed_amtrak_std_error,table_4,Wall Street / Op-ed: Amtrak / std.error,0.05397,0.054,1,0.0539727635299028,1,,
coppock_ekins_kirby_2018,t4_wall_street_op_ed_climate_estimate,table_4,Wall Street / Op-ed: Climate / estimate,0.00792,0.008,1,0.00792431608978367,1,,
coppock_ekins_kirby_2018,t4_wall_street_op_ed_climate_std_error,table_4,Wall Street / Op-ed: Climate / std.error,0.0553,0.055,1,0.0553022492625002,1,,
coppock_ekins_kirby_2018,t4_wall_street_op_ed_flat_tax_estimate,table_4,Wall Street / Op-ed: Flat Tax / estimate,-0.02339,-0.023,1,-0.0233939772236147,1,,
coppock_ekins_kirby_2018,t4_wall_street_op_ed_flat_tax_std_error,table_4,Wall Street / Op-ed: Flat Tax / std.error,0.05572,0.056,1,0.0557165046115405,1,,
coppock_ekins_kirby_2018,t4_wall_street_op_ed_veterans_estimate,table_4,Wall Street / Op-ed: Veterans / estimate,-0.08989,-0.090,1,-0.0898881725209517,1,,
coppock_ekins_kirby_2018,t4_wall_street_op_ed_veterans_std_error,table_4,Wall Street / Op-ed: Veterans / std.error,0.05379,0.054,1,0.0537867425262053,1,,
coppock_ekins_kirby_2018,t4_wall_street_op_ed_wall_street_estimate,table_4,Wall Street / Op-ed: Wall Street / estimate,0.69764,0.698,1,0.69764253765894,1,,
coppock_ekins_kirby_2018,t4_wall_street_op_ed_wall_street_std_error,table_4,Wall Street / Op-ed: Wall Street / std.error,0.05566,0.056,1,0.0556613742682167,1,,
coppock_ekins_kirby_2018,t4_wall_street_constant_estimate,table_4,Wall Street / Constant / estimate,-0.0958,-0.096,1,-0.0957976126702416,1,,
coppock_ekins_kirby_2018,t4_wall_street_constant_std_error,table_4,Wall Street / Constant / std.error,0.03831,0.038,1,0.038309194200937,1,,
coppock_ekins_kirby_2018,t4_amtrak_r2,table_4,Amtrak / R2,0.02856,0.029,1,0.0285594492713557,1,,
coppock_ekins_kirby_2018,t4_climate_r2,table_4,Climate / R2,0.009,0.009,1,0.00900028923810813,1,,
coppock_ekins_kirby_2018,t4_flat_tax_r2,table_4,Flat Tax / R2,0.0298,0.030,1,0.0297959387723269,1,,
coppock_ekins_kirby_2018,t4_veterans_r2,table_4,Veterans / R2,0.06274,0.063,1,0.0627383874267926,1,,
coppock_ekins_kirby_2018,t4_wall_street_r2,table_4,Wall Street / R2,0.07599,0.076,1,0.0759850266421899,1,,
coppock_ekins_kirby_2018,t4_amtrak_n,table_4,Amtrak / N,3571,3571,1,3571,1,,
coppock_ekins_kirby_2018,t4_climate_n,table_4,Climate / N,3571,3571,1,3571,1,,
coppock_ekins_kirby_2018,t4_flat_tax_n,table_4,Flat Tax / N,3571,3571,1,3571,1,,
coppock_ekins_kirby_2018,t4_veterans_n,table_4,Veterans / N,3571,3571,1,3571,1,,
coppock_ekins_kirby_2018,t4_wall_street_n,table_4,Wall Street / N,3571,3571,1,3571,1,,
coppock_ekins_kirby_2018,t6_amtrak_op_ed_amtrak_estimate,table_6,Amtrak / Op-ed: Amtrak / estimate,0.43844,0.438,1,0.438443313443317,1,,
coppock_ekins_kirby_2018,t6_amtrak_op_ed_amtrak_std_error,table_6,Amtrak / Op-ed: Amtrak / std.error,0.10954,0.110,1,0.10953932193346,1,,
coppock_ekins_kirby_2018,t6_amtrak_op_ed_flat_tax_estimate,table_6,Amtrak / Op-ed: Flat Tax / estimate,-0.02279,-0.023,1,-0.0227938907744489,1,,
coppock_ekins_kirby_2018,t6_amtrak_op_ed_flat_tax_std_error,table_6,Amtrak / Op-ed: Flat Tax / std.error,0.10075,0.101,1,0.100754697268355,1,,
coppock_ekins_kirby_2018,t6_amtrak_op_ed_veterans_estimate,table_6,Amtrak / Op-ed: Veterans / estimate,-0.00448,-0.004,1,-0.00448467058055966,1,,
coppock_ekins_kirby_2018,t6_amtrak_op_ed_veterans_std_error,table_6,Amtrak / Op-ed: Veterans / std.error,0.10326,0.103,1,0.103263736638237,1,,
coppock_ekins_kirby_2018,t6_amtrak_op_ed_wall_street_estimate,table_6,Amtrak / Op-ed: Wall Street / estimate,0.04231,0.042,1,0.0423109243697507,1,,
coppock_ekins_kirby_2018,t6_amtrak_op_ed_wall_street_std_error,table_6,Amtrak / Op-ed: Wall Street / std.error,0.1086,0.109,1,0.108599065172132,1,,
coppock_ekins_kirby_2018,t6_amtrak_constant_estimate,table_6,Amtrak / Constant / estimate,2.30357,2.304,1,2.30357142857142,1,,
coppock_ekins_kirby_2018,t6_amtrak_constant_std_error,table_6,Amtrak / Constant / std.error,0.07326,0.073,1,0.0732577780849757,1,,
coppock_ekins_kirby_2018,t6_flat_tax_op_ed_amtrak_estimate,table_6,Flat Tax / Op-ed: Amtrak / estimate,-0.0941,-0.094,1,-0.0940955159705163,1,,
coppock_ekins_kirby_2018,t6_flat_tax_op_ed_amtrak_std_error,table_6,Flat Tax / Op-ed: Amtrak / std.error,0.14979,0.150,1,0.149792522159278,1,,
coppock_ekins_kirby_2018,t6_flat_tax_op_ed_flat_tax_estimate,table_6,Flat Tax / Op-ed: Flat Tax / estimate,0.41108,0.411,1,0.411075863930885,1,,
coppock_ekins_kirby_2018,t6_flat_tax_op_ed_flat_tax_std_error,table_6,Flat Tax / Op-ed: Flat Tax / std.error,0.14353,0.144,1,0.143534747264811,1,,
coppock_ekins_kirby_2018,t6_flat_tax_op_ed_veterans_estimate,table_6,Flat Tax / Op-ed: Veterans / estimate,-0.15575,-0.156,1,-0.155750570776256,1,,
coppock_ekins_kirby_2018,t6_flat_tax_op_ed_veterans_std_error,table_6,Flat Tax / Op-ed: Veterans / std.error,0.14732,0.147,1,0.14732306099516,1,,
coppock_ekins_kirby_2018,t6_flat_tax_op_ed_wall_street_estimate,table_6,Flat Tax / Op-ed: Wall Street / estimate,0.06658,0.067,1,0.0665808823529416,1,,
coppock_ekins_kirby_2018,t6_flat_tax_op_ed_wall_street_std_error,table_6,Flat Tax / Op-ed: Wall Street / std.error,0.14828,0.148,1,0.148278454771662,1,,
coppock_ekins_kirby_2018,t6_flat_tax_constant_estimate,table_6,Flat Tax / Constant / estimate,3.57813,3.578,1,3.578125,1,,
coppock_ekins_kirby_2018,t6_flat_tax_constant_std_error,table_6,Flat Tax / Constant / std.error,0.10297,0.103,1,0.102969687755944,1,,
coppock_ekins_kirby_2018,t6_veterans_op_ed_amtrak_estimate,table_6,Veterans / Op-ed: Amtrak / estimate,0.06874,0.069,1,0.0687412249912262,1,,
coppock_ekins_kirby_2018,t6_veterans_op_ed_amtrak_std_error,table_6,Veterans / Op-ed: Amtrak / std.error,0.09278,0.093,1,0.0927814396886373,1,,
coppock_ekins_kirby_2018,t6_veterans_op_ed_flat_tax_estimate,table_6,Veterans / Op-ed: Flat Tax / estimate,-0.05998,-0.060,1,-0.059983415612464,1,,
coppock_ekins_kirby_2018,t6_veterans_op_ed_flat_tax_std_error,table_6,Veterans / Op-ed: Flat Tax / std.error,0.09081,0.091,1,0.0908051642434267,1,,
coppock_ekins_kirby_2018,t6_veterans_op_ed_veterans_estimate,table_6,Veterans / Op-ed: Veterans / estimate,0.04532,0.045,1,0.0453155577299422,1,,
coppock_ekins_kirby_2018,t6_veterans_op_ed_veterans_std_error,table_6,Veterans / Op-ed: Veterans / std.error,0.09117,0.091,1,0.0911668617929801,1,,
coppock_ekins_kirby_2018,t6_veterans_op_ed_wall_street_estimate,table_6,Veterans / Op-ed: Wall Street / estimate,-0.05541,-0.055,1,-0.055409663865545,1,,
coppock_ekins_kirby_2018,t6_veterans_op_ed_wall_street_std_error,table_6,Veterans / Op-ed: Wall Street / std.error,0.09343,0.093,1,0.0934318489076662,1,,
coppock_ekins_kirby_2018,t6_veterans_constant_estimate,table_6,Veterans / Constant / estimate,4.58482,4.585,1,4.58482142857142,1,,
coppock_ekins_kirby_2018,t6_veterans_constant_std_error,table_6,Veterans / Constant / std.error,0.06379,0.064,1,0.063786174232836,1,,
coppock_ekins_kirby_2018,t6_wall_street_op_ed_amtrak_estimate,table_6,Wall Street / Op-ed: Amtrak / estimate,0.0712,0.071,1,0.0712037118287127,1,,
coppock_ekins_kirby_2018,t6_wall_street_op_ed_amtrak_std_error,table_6,Wall Street / Op-ed: Amtrak / std.error,0.10299,0.103,1,0.102991833553685,1,,
coppock_ekins_kirby_2018,t6_wall_street_op_ed_flat_tax_estimate,table_6,Wall Street / Op-ed: Flat Tax / estimate,-0.00409,-0.004,1,-0.00409306541190636,1,,
coppock_ekins_kirby_2018,t6_wall_street_op_ed_flat_tax_std_error,table_6,Wall Street / Op-ed: Flat Tax / std.error,0.10071,0.101,1,0.100708345314617,1,,
coppock_ekins_kirby_2018,t6_wall_street_op_ed_veterans_estimate,table_6,Wall Street / Op-ed: Veterans / estimate,0.11932,0.119,1,0.119322814742337,1,,
coppock_ekins_kirby_2018,t6_wall_street_op_ed_veterans_std_error,table_6,Wall Street / Op-ed: Veterans / std.error,0.10146,0.101,1,0.101462743486002,1,,
coppock_ekins_kirby_2018,t6_wall_street_op_ed_wall_street_estimate,table_6,Wall Street / Op-ed: Wall Street / estimate,0.79131,0.791,1,0.791307773109248,1,,
coppock_ekins_kirby_2018,t6_wall_street_op_ed_wall_street_std_error,table_6,Wall Street / Op-ed: Wall Street / std.error,0.10536,0.105,1,0.105357977900794,1,,
coppock_ekins_kirby_2018,t6_wall_street_constant_estimate,table_6,Wall Street / Constant / estimate,2.92634,2.926,1,2.92633928571428,1,,
coppock_ekins_kirby_2018,t6_wall_street_constant_std_error,table_6,Wall Street / Constant / std.error,0.07146,0.071,1,0.07145844880393,1,,
coppock_ekins_kirby_2018,t6_amtrak_r2,table_6,Amtrak / R2,0.01174,0.012,1,0.0117389743463671,1,,
coppock_ekins_kirby_2018,t6_flat_tax_r2,table_6,Flat Tax / R2,0.00845,0.008,1,0.00845103124436597,1,,
coppock_ekins_kirby_2018,t6_veterans_r2,table_6,Veterans / R2,0.00141,0.001,1,0.00140611569943449,1,,
coppock_ekins_kirby_2018,t6_wall_street_r2,table_6,Wall Street / R2,0.03699,0.037,1,0.0369920062557679,1,,
coppock_ekins_kirby_2018,t6_amtrak_n,table_6,Amtrak / N,2181,2181,1,2181,1,,
coppock_ekins_kirby_2018,t6_flat_tax_n,table_6,Flat Tax / N,2181,2181,1,2181,1,,
coppock_ekins_kirby_2018,t6_veterans_n,table_6,Veterans / N,2181,2181,1,2181,1,,
coppock_ekins_kirby_2018,t6_wall_street_n,table_6,Wall Street / N,2181,2181,1,2181,1,,
coppock_ekins_kirby_2018,t7_amtrak_op_ed_amtrak_estimate,table_7,Amtrak / Op-ed: Amtrak / estimate,0.30325,0.303,1,0.30324815455039,1,,
coppock_ekins_kirby_2018,t7_amtrak_op_ed_amtrak_std_error,table_7,Amtrak / Op-ed: Amtrak / std.error,0.07311,0.073,1,0.0731130468675325,1,,
coppock_ekins_kirby_2018,t7_amtrak_op_ed_flat_tax_estimate,table_7,Amtrak / Op-ed: Flat Tax / estimate,-0.08417,-0.084,1,-0.0841698727986575,1,,
coppock_ekins_kirby_2018,t7_amtrak_op_ed_flat_tax_std_error,table_7,Amtrak / Op-ed: Flat Tax / std.error,0.06714,0.067,1,0.0671360956879582,1,,
coppock_ekins_kirby_2018,t7_amtrak_op_ed_veterans_estimate,table_7,Amtrak / Op-ed: Veterans / estimate,-0.04104,-0.041,1,-0.0410353196107077,1,,
coppock_ekins_kirby_2018,t7_amtrak_op_ed_veterans_std_error,table_7,Amtrak / Op-ed: Veterans / std.error,0.06852,0.069,1,0.068521281598494,1,,
coppock_ekins_kirby_2018,t7_amtrak_op_ed_wall_street_estimate,table_7,Amtrak / Op-ed: Wall Street / estimate,-0.02083,-0.021,1,-0.0208308515818244,1,,
coppock_ekins_kirby_2018,t7_amtrak_op_ed_wall_street_std_error,table_7,Amtrak / Op-ed: Wall Street / std.error,0.07116,0.071,1,0.0711595197065406,1,,
coppock_ekins_kirby_2018,t7_amtrak_constant_estimate,table_7,Amtrak / Constant / estimate,0.01182,0.012,1,0.011815977058205,1,,
coppock_ekins_kirby_2018,t7_amtrak_constant_std_error,table_7,Amtrak / Constant / std.error,0.04784,0.048,1,0.0478415002786899,1,,
coppock_ekins_kirby_2018,t7_flat_tax_op_ed_amtrak_estimate,table_7,Flat Tax / Op-ed: Amtrak / estimate,-0.01383,-0.014,1,-0.0138289158747956,1,,
coppock_ekins_kirby_2018,t7_flat_tax_op_ed_amtrak_std_error,table_7,Flat Tax / Op-ed: Amtrak / std.error,0.07035,0.070,1,0.0703467661159184,1,,
coppock_ekins_kirby_2018,t7_flat_tax_op_ed_flat_tax_estimate,table_7,Flat Tax / Op-ed: Flat Tax / estimate,0.10425,0.104,1,0.104249500910445,1,,
coppock_ekins_kirby_2018,t7_flat_tax_op_ed_flat_tax_std_error,table_7,Flat Tax / Op-ed: Flat Tax / std.error,0.06985,0.070,1,0.0698539421562072,1,,
coppock_ekins_kirby_2018,t7_flat_tax_op_ed_veterans_estimate,table_7,Flat Tax / Op-ed: Veterans / estimate,-0.0444,-0.044,1,-0.044400867351462,1,,
coppock_ekins_kirby_2018,t7_flat_tax_op_ed_veterans_std_error,table_7,Flat Tax / Op-ed: Veterans / std.error,0.06956,0.070,1,0.0695586518712153,1,,
coppock_ekins_kirby_2018,t7_flat_tax_op_ed_wall_street_estimate,table_7,Flat Tax / Op-ed: Wall Street / estimate,0.0773,0.077,1,0.0772976589755769,1,,
coppock_ekins_kirby_2018,t7_flat_tax_op_ed_wall_street_std_error,table_7,Flat Tax / Op-ed: Wall Street / std.error,0.06881,0.069,1,0.0688070211529227,1,,
coppock_ekins_kirby_2018,t7_flat_tax_constant_estimate,table_7,Flat Tax / Constant / estimate,0.00162,0.002,1,0.00162080277970797,1,,
coppock_ekins_kirby_2018,t7_flat_tax_constant_std_error,table_7,Flat Tax / Constant / std.error,0.04861,0.049,1,0.0486143007827202,1,,
coppock_ekins_kirby_2018,t7_veterans_op_ed_amtrak_estimate,table_7,Veterans / Op-ed: Amtrak / estimate,0.13111,0.131,1,0.13110782192814,1,,
coppock_ekins_kirby_2018,t7_veterans_op_ed_amtrak_std_error,table_7,Veterans / Op-ed: Amtrak / std.error,0.06515,0.065,1,0.0651450253618985,1,,
coppock_ekins_kirby_2018,t7_veterans_op_ed_flat_tax_estimate,table_7,Veterans / Op-ed: Flat Tax / estimate,-4.8e-4,-0.0005,1,-0.000478995364857356,1,,
coppock_ekins_kirby_2018,t7_veterans_op_ed_flat_tax_std_error,table_7,Veterans / Op-ed: Flat Tax / std.error,0.06198,0.062,1,0.0619844757974932,1,,
coppock_ekins_kirby_2018,t7_veterans_op_ed_veterans_estimate,table_7,Veterans / Op-ed: Veterans / estimate,0.15257,0.153,1,0.152570063087971,1,,
coppock_ekins_kirby_2018,t7_veterans_op_ed_veterans_std_error,table_7,Veterans / Op-ed: Veterans / std.error,0.06309,0.063,1,0.0630935003711503,1,,
coppock_ekins_kirby_2018,t7_veterans_op_ed_wall_street_estimate,table_7,Veterans / Op-ed: Wall Street / estimate,-0.03199,-0.032,1,-0.0319878150506892,1,,
coppock_ekins_kirby_2018,t7_veterans_op_ed_wall_street_std_error,table_7,Veterans / Op-ed: Wall Street / std.error,0.06436,0.064,1,0.0643568281052075,1,,
coppock_ekins_kirby_2018,t7_veterans_constant_estimate,table_7,Veterans / Constant / estimate,-0.04341,-0.043,1,-0.0434105622303226,1,,
coppock_ekins_kirby_2018,t7_veterans_constant_std_error,table_7,Veterans / Constant / std.error,0.04395,0.044,1,0.0439520363429637,1,,
coppock_ekins_kirby_2018,t7_wall_street_op_ed_amtrak_estimate,table_7,Wall Street / Op-ed: Amtrak / estimate,0.01031,0.010,1,0.0103062511802101,1,,
coppock_ekins_kirby_2018,t7_wall_street_op_ed_amtrak_std_error,table_7,Wall Street / Op-ed: Amtrak / std.error,0.06259,0.063,1,0.0625918104177362,1,,
coppock_ekins_kirby_2018,t7_wall_street_op_ed_flat_tax_estimate,table_7,Wall Street / Op-ed: Flat Tax / estimate,-0.03901,-0.039,1,-0.039005720843062,1,,
coppock_ekins_kirby_2018,t7_wall_street_op_ed_flat_tax_std_error,table_7,Wall Street / Op-ed: Flat Tax / std.error,0.06215,0.062,1,0.0621542649021889,1,,
coppock_ekins_kirby_2018,t7_wall_street_op_ed_veterans_estimate,table_7,Wall Street / Op-ed: Veterans / estimate,0.06575,0.066,1,0.0657484342694958,1,,
coppock_ekins_kirby_2018,t7_wall_street_op_ed_veterans_std_error,table_7,Wall Street / Op-ed: Veterans / std.error,0.06325,0.063,1,0.0632527827611453,1,,
coppock_ekins_kirby_2018,t7_wall_street_op_ed_wall_street_estimate,table_7,Wall Street / Op-ed: Wall Street / estimate,0.57064,0.571,1,0.570642310180243,1,,
coppock_ekins_kirby_2018,t7_wall_street_op_ed_wall_street_std_error,table_7,Wall Street / Op-ed: Wall Street / std.error,0.06019,0.060,1,0.0601890760070676,1,,
coppock_ekins_kirby_2018,t7_wall_street_constant_estimate,table_7,Wall Street / Constant / estimate,-0.12316,-0.123,1,-0.123160173723973,1,,
coppock_ekins_kirby_2018,t7_wall_street_constant_std_error,table_7,Wall Street / Constant / std.error,0.04394,0.044,1,0.043942902697332,1,,
coppock_ekins_kirby_2018,t7_amtrak_r2,table_7,Amtrak / R2,0.01645,0.016,1,0.0164460095826678,1,,
coppock_ekins_kirby_2018,t7_flat_tax_r2,table_7,Flat Tax / R2,0.00301,0.003,1,0.00301366798253521,1,,
coppock_ekins_kirby_2018,t7_veterans_r2,table_7,Veterans / R2,0.00628,0.006,1,0.00628094125607914,1,,
coppock_ekins_kirby_2018,t7_wall_street_r2,table_7,Wall Street / R2,0.05703,0.057,1,0.0570332747649309,1,,
coppock_ekins_kirby_2018,t7_amtrak_n,table_7,Amtrak / N,2181,2181,1,2181,1,,
coppock_ekins_kirby_2018,t7_flat_tax_n,table_7,Flat Tax / N,2181,2181,1,2181,1,,
coppock_ekins_kirby_2018,t7_veterans_n,table_7,Veterans / N,2181,2181,1,2181,1,,
coppock_ekins_kirby_2018,t7_wall_street_n,table_7,Wall Street / N,2181,2181,1,2181,1,,
coppock_ekins_kirby_2018,t8_amtrak_op_ed_amtrak_estimate,table_8,Amtrak / Op-ed: Amtrak / estimate,0.50096,0.501,1,0.500964436639699,1,,
coppock_ekins_kirby_2018,t8_amtrak_op_ed_amtrak_std_error,table_8,Amtrak / Op-ed: Amtrak / std.error,0.05896,0.059,1,0.0589588049596869,1,,
coppock_ekins_kirby_2018,t8_amtrak_op_ed_flat_tax_estimate,table_8,Amtrak / Op-ed: Flat Tax / estimate,0.08014,0.080,1,0.0801371924894819,1,,
coppock_ekins_kirby_2018,t8_amtrak_op_ed_flat_tax_std_error,table_8,Amtrak / Op-ed: Flat Tax / std.error,0.05506,0.055,1,0.0550559597111184,1,,
coppock_ekins_kirby_2018,t8_amtrak_op_ed_veterans_estimate,table_8,Amtrak / Op-ed: Veterans / estimate,0.04407,0.044,1,0.0440654548829572,1,,
coppock_ekins_kirby_2018,t8_amtrak_op_ed_veterans_std_error,table_8,Amtrak / Op-ed: Veterans / std.error,0.05785,0.058,1,0.0578513781952523,1,,
coppock_ekins_kirby_2018,t8_amtrak_op_ed_wall_street_estimate,table_8,Amtrak / Op-ed: Wall Street / estimate,0.05468,0.055,1,0.0546826528103816,1,,
coppock_ekins_kirby_2018,t8_amtrak_op_ed_wall_street_std_error,table_8,Amtrak / Op-ed: Wall Street / std.error,0.05527,0.055,1,0.0552731279966574,1,,
coppock_ekins_kirby_2018,t8_amtrak_elite_experiment_estimate,table_8,Amtrak / Elite Experiment / estimate,0.13714,0.137,1,0.137138386278429,1,,
coppock_ekins_kirby_2018,t8_amtrak_elite_experiment_std_error,table_8,Amtrak / Elite Experiment / std.error,0.06183,0.062,1,0.0618254306138955,1,,
coppock_ekins_kirby_2018,t8_amtrak_elite_x_amtrak_estimate,table_8,Amtrak / Elite X Amtrak / estimate,-0.19772,-0.198,1,-0.197716282089317,1,,
coppock_ekins_kirby_2018,t8_amtrak_elite_x_amtrak_std_error,table_8,Amtrak / Elite X Amtrak / std.error,0.09392,0.094,1,0.0939236834058823,1,,
coppock_ekins_kirby_2018,t8_amtrak_elite_x_flat_tax_estimate,table_8,Amtrak / Elite X Flat Tax / estimate,-0.16431,-0.164,1,-0.16430706528815,1,,
coppock_ekins_kirby_2018,t8_amtrak_elite_x_flat_tax_std_error,table_8,Amtrak / Elite X Flat Tax / std.error,0.08682,0.087,1,0.0868240407026489,1,,
coppock_ekins_kirby_2018,t8_amtrak_elite_x_veterans_estimate,table_8,Amtrak / Elite X Veterans / estimate,-0.0851,-0.085,1,-0.085100774493668,1,,
coppock_ekins_kirby_2018,t8_amtrak_elite_x_veterans_std_error,table_8,Amtrak / Elite X Veterans / std.error,0.08968,0.090,1,0.0896769089063081,1,,
coppock_ekins_kirby_2018,t8_amtrak_elite_x_wall_street_estimate,table_8,Amtrak / Elite X Wall Street / estimate,-0.07551,-0.076,1,-0.0755135043922135,1,,
coppock_ekins_kirby_2018,t8_amtrak_elite_x_wall_street_std_error,table_8,Amtrak / Elite X Wall Street / std.error,0.0901,0.090,1,0.0901043612895646,1,,
coppock_ekins_kirby_2018,t8_amtrak_constant_estimate,table_8,Amtrak / Constant / estimate,-0.12532,-0.125,1,-0.12532240922022,1,,
coppock_ekins_kirby_2018,t8_amtrak_constant_std_error,table_8,Amtrak / Constant / std.error,0.03916,0.039,1,0.0391608825446741,1,,
coppock_ekins_kirby_2018,t8_flat_tax_op_ed_amtrak_estimate,table_8,Flat Tax / Op-ed: Amtrak / estimate,0.00464,0.005,1,0.00463849095005613,1,,
coppock_ekins_kirby_2018,t8_flat_tax_op_ed_amtrak_std_error,table_8,Flat Tax / Op-ed: Amtrak / std.error,0.05645,0.056,1,0.0564515252813226,1,,
coppock_ekins_kirby_2018,t8_flat_tax_op_ed_flat_tax_estimate,table_8,Flat Tax / Op-ed: Flat Tax / estimate,0.48799,0.488,1,0.487992681648227,1,,
coppock_ekins_kirby_2018,t8_flat_tax_op_ed_flat_tax_std_error,table_8,Flat Tax / Op-ed: Flat Tax / std.error,0.05986,0.060,1,0.0598646482761529,1,,
coppock_ekins_kirby_2018,t8_flat_tax_op_ed_veterans_estimate,table_8,Flat Tax / Op-ed: Veterans / estimate,-0.02569,-0.026,1,-0.025689580376769,1,,
coppock_ekins_kirby_2018,t8_flat_tax_op_ed_veterans_std_error,table_8,Flat Tax / Op-ed: Veterans / std.error,0.05722,0.057,1,0.0572235543669809,1,,
coppock_ekins_kirby_2018,t8_flat_tax_op_ed_wall_street_estimate,table_8,Flat Tax / Op-ed: Wall Street / estimate,0.09694,0.097,1,0.0969384867042609,1,,
coppock_ekins_kirby_2018,t8_flat_tax_op_ed_wall_street_std_error,table_8,Flat Tax / Op-ed: Wall Street / std.error,0.05661,0.057,1,0.0566088891083107,1,,
coppock_ekins_kirby_2018,t8_flat_tax_elite_experiment_estimate,table_8,Flat Tax / Elite Experiment / estimate,0.10287,0.103,1,0.102873326497301,1,,
coppock_ekins_kirby_2018,t8_flat_tax_elite_experiment_std_error,table_8,Flat Tax / Elite Experiment / std.error,0.06258,0.063,1,0.0625834809055199,1,,
coppock_ekins_kirby_2018,t8_flat_tax_elite_x_amtrak_estimate,table_8,Flat Tax / Elite X Amtrak / estimate,-0.01847,-0.018,1,-0.0184674068248533,1,,
coppock_ekins_kirby_2018,t8_flat_tax_elite_x_amtrak_std_error,table_8,Flat Tax / Elite X Amtrak / std.error,0.0902,0.090,1,0.0901966862448701,1,,
coppock_ekins_kirby_2018,t8_flat_tax_elite_x_flat_tax_estimate,table_8,Flat Tax / Elite X Flat Tax / estimate,-0.38374,-0.384,1,-0.383743180737789,1,,
coppock_ekins_kirby_2018,t8_flat_tax_elite_x_flat_tax_std_error,table_8,Flat Tax / Elite X Flat Tax / std.error,0.092,0.092,1,0.0919964637798134,1,,
coppock_ekins_kirby_2018,t8_flat_tax_elite_x_veterans_estimate,table_8,Flat Tax / Elite X Veterans / estimate,-0.01871,-0.019,1,-0.0187112869746947,1,,
coppock_ekins_kirby_2018,t8_flat_tax_elite_x_veterans_std_error,table_8,Flat Tax / Elite X Veterans / std.error,0.09007,0.090,1,0.0900718669981466,1,,
coppock_ekins_kirby_2018,t8_flat_tax_elite_x_wall_street_estimate,table_8,Flat Tax / Elite X Wall Street / estimate,-0.01964,-0.020,1,-0.0196408277286843,1,,
coppock_ekins_kirby_2018,t8_flat_tax_elite_x_wall_street_std_error,table_8,Flat Tax / Elite X Wall Street / std.error,0.0891,0.089,1,0.0891009118136046,1,,
coppock_ekins_kirby_2018,t8_flat_tax_constant_estimate,table_8,Flat Tax / Constant / estimate,-0.10125,-0.101,1,-0.101252523717591,1,,
coppock_ekins_kirby_2018,t8_flat_tax_constant_std_error,table_8,Flat Tax / Constant / std.error,0.03941,0.039,1,0.0394124579499785,1,,
coppock_ekins_kirby_2018,t8_veterans_op_ed_amtrak_estimate,table_8,Veterans / Op-ed: Amtrak / estimate,0.05108,0.051,1,0.0510826772253184,1,,
coppock_ekins_kirby_2018,t8_veterans_op_ed_amtrak_std_error,table_8,Veterans / Op-ed: Amtrak / std.error,0.05584,0.056,1,0.055839499143267,1,,
coppock_ekins_kirby_2018,t8_veterans_op_ed_flat_tax_estimate,table_8,Veterans / Op-ed: Flat Tax / estimate,0.04793,0.048,1,0.0479338100891746,1,,
coppock_ekins_kirby_2018,t8_veterans_op_ed_flat_tax_std_error,table_8,Veterans / Op-ed: Flat Tax / std.error,0.05616,0.056,1,0.0561611989988167,1,,
coppock_ekins_kirby_2018,t8_veterans_op_ed_veterans_estimate,table_8,Veterans / Op-ed: Veterans / estimate,0.64553,0.646,1,0.645528008015817,1,,
