sample,Z,n,mean_seconds,trimmed_seconds,trimmed_minutes
Elite,amtrak,407,173.73546437346437,134.0035238095238,2.2333920634920634
Elite,paul,463,266.67748596112307,186.43233186813188,3.1072055311355316
Elite,veterans,438,438.25074657534253,207.3235813953488,3.4553930232558137
Elite,wallstreet,425,93.04740235294118,80.40687529976019,1.3401145883293364
MTurk,amtrak,597,165.85789949748744,160.41201362862012,2.673533560477002
MTurk,climate,570,246.53309298245614,240.9419553571429,4.015699255952382
MTurk,paul,587,242.3012112436116,232.03527383015603,3.867254563835934
MTurk,veterans,592,180.93153716216216,176.6102079037801,2.9435034650630016
MTurk,wallstreet,603,118.76059535655058,108.88239424703892,1.814706570783982
